combination_number,expert_1_order,expert_2_order,metrics
8382,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy30', 'entropy13', 'entropy28', 'entropy29']","{'accuracy': 0.700564980506897, 'precision': 0.663551390171051, 'recall': np.float64(0.8068181818181818), 'specificity': 0.5955055952072144, 'f1': 0.728205144405365, 'auroc': 0.7408069372177124}"
8383,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.7175140976905823, 'precision': 0.7159090638160706, 'recall': np.float64(0.7159090909090909), 'specificity': 0.7191011309623718, 'f1': 0.7159090638160706, 'auroc': 0.726123571395874}"
8384,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy30', 'entropy13', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.7108433842658997, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7303370833396912, 'f1': 0.6900584697723389, 'auroc': 0.7220378518104553}"
8385,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy28', 'entropy30', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.6732673048973083, 'recall': np.float64(0.7727272727272727), 'specificity': 0.6292135119438171, 'f1': 0.7195767164230347, 'auroc': 0.7148876190185547}"
8386,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy28', 'entropy13', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.707317054271698, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7303370833396912, 'f1': 0.6823529601097107, 'auroc': 0.7013534307479858}"
8387,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy13', 'entropy30', 'entropy28']","{'accuracy': 0.7118644118309021, 'precision': 0.6947368383407593, 'recall': np.float64(0.75), 'specificity': 0.6741573214530945, 'f1': 0.7213114500045776, 'auroc': 0.7165475487709045}"
8388,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy29', 'entropy13', 'entropy28', 'entropy30']","{'accuracy': 0.7231638431549072, 'precision': 0.6969696879386902, 'recall': np.float64(0.7840909090909091), 'specificity': 0.6629213690757751, 'f1': 0.7379679083824158, 'auroc': 0.7230592966079712}"
8389,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy30', 'entropy29', 'entropy13']","{'accuracy': 0.7118644118309021, 'precision': 0.7032967209815979, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6966292262077332, 'f1': 0.7150837779045105, 'auroc': 0.7219100594520569}"
8390,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy30', 'entropy13', 'entropy29']","{'accuracy': 0.7062146663665771, 'precision': 0.7093023061752319, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7191011309623718, 'f1': 0.7011494040489197, 'auroc': 0.7316138744354248}"
8391,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy29', 'entropy30', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.6804123520851135, 'recall': np.float64(0.75), 'specificity': 0.6516854166984558, 'f1': 0.7135134935379028, 'auroc': 0.7139939069747925}"
8392,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy29', 'entropy13', 'entropy30']","{'accuracy': 0.7175140976905823, 'precision': 0.737500011920929, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7640449404716492, 'f1': 0.7023809552192688, 'auroc': 0.7100357413291931}"
8393,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy13', 'entropy30', 'entropy29']","{'accuracy': 0.7118644118309021, 'precision': 0.7176470756530762, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7303370833396912, 'f1': 0.7052023410797119, 'auroc': 0.7336568236351013}"
8394,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy28', 'entropy13', 'entropy29', 'entropy30']","{'accuracy': 0.7118644118309021, 'precision': 0.7126436829566956, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7191011309623718, 'f1': 0.7085714340209961, 'auroc': 0.7118232846260071}"
8395,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy30', 'entropy29', 'entropy28']","{'accuracy': 0.7175140976905823, 'precision': 0.7021276354789734, 'recall': np.float64(0.75), 'specificity': 0.6853932738304138, 'f1': 0.7252747416496277, 'auroc': 0.7303370833396912}"
8396,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy30', 'entropy28', 'entropy29']","{'accuracy': 0.7288135886192322, 'precision': 0.717391312122345, 'recall': np.float64(0.75), 'specificity': 0.7078651785850525, 'f1': 0.7333333492279053, 'auroc': 0.7457865476608276}"
8397,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy29', 'entropy30', 'entropy28']","{'accuracy': 0.7175140976905823, 'precision': 0.7209302186965942, 'recall': np.float64(0.7045454545454546), 'specificity': 0.7303370833396912, 'f1': 0.7126436829566956, 'auroc': 0.7448927760124207}"
8398,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy29', 'entropy28', 'entropy30']","{'accuracy': 0.700564980506897, 'precision': 0.7058823704719543, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7191011309623718, 'f1': 0.6936416029930115, 'auroc': 0.7169305682182312}"
8399,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy28', 'entropy30', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.6847826242446899, 'recall': np.float64(0.7159090909090909), 'specificity': 0.6741573214530945, 'f1': 0.699999988079071, 'auroc': 0.7337844967842102}"
8400,"['manu_37', '40', '14', 'Sum', '29', '28', '13']","['entropy14', 'entropy13', 'entropy28', 'entropy29', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.7105262875556946, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7528089880943298, 'f1': 0.6585366129875183, 'auroc': 0.7032686471939087}"
8401,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy28', 'entropy13', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.701298713684082, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7415730357170105, 'f1': 0.6545454263687134, 'auroc': 0.719739556312561}"
8402,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy28', 'entropy14', 'entropy13']","{'accuracy': 0.6610169410705566, 'precision': 0.6521739363670349, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6404494643211365, 'f1': 0.6666666865348816, 'auroc': 0.7270172834396362}"
8403,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy13', 'entropy28', 'entropy14']","{'accuracy': 0.6610169410705566, 'precision': 0.6590909361839294, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6629213690757751, 'f1': 0.6590909361839294, 'auroc': 0.7169305682182312}"
8404,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy13', 'entropy14', 'entropy28']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7391471266746521}"
8405,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy14', 'entropy28', 'entropy13']","{'accuracy': 0.6779661178588867, 'precision': 0.6962025165557861, 'recall': np.float64(0.625), 'specificity': 0.7303370833396912, 'f1': 0.658682644367218, 'auroc': 0.7371041774749756}"
8406,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy29', 'entropy14', 'entropy13', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.7160493731498718, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7415730357170105, 'f1': 0.6863905191421509, 'auroc': 0.7508938312530518}"
8407,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy29', 'entropy13', 'entropy14']","{'accuracy': 0.700564980506897, 'precision': 0.7397260069847107, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7865168452262878, 'f1': 0.6708074808120728, 'auroc': 0.7328907251358032}"
8408,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy29', 'entropy14', 'entropy13']","{'accuracy': 0.7118644118309021, 'precision': 0.7176470756530762, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7303370833396912, 'f1': 0.7052023410797119, 'auroc': 0.7539581060409546}"
8409,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy13', 'entropy29', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7183098793029785, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7752808928489685, 'f1': 0.6415094137191772, 'auroc': 0.7217824459075928}"
8410,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy13', 'entropy14', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.6931818127632141, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6966292262077332, 'f1': 0.6931818127632141, 'auroc': 0.7628958225250244}"
8411,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy14', 'entropy29', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.699999988079071, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7303370833396912, 'f1': 0.6666666865348816, 'auroc': 0.7265065908432007}"
8412,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy28', 'entropy14', 'entropy13', 'entropy29']","{'accuracy': 0.6892655491828918, 'precision': 0.7142857313156128, 'recall': np.float64(0.625), 'specificity': 0.7528089880943298, 'f1': 0.6666666865348816, 'auroc': 0.7461695671081543}"
8413,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy29', 'entropy28', 'entropy14']","{'accuracy': 0.6723163723945618, 'precision': 0.6829268336296082, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7078651785850525, 'f1': 0.658823549747467, 'auroc': 0.7267619371414185}"
8414,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy29', 'entropy14', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7539581060409546}"
8415,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy28', 'entropy29', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7183098793029785, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7752808928489685, 'f1': 0.6415094137191772, 'auroc': 0.7208886742591858}"
8416,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy28', 'entropy14', 'entropy29']","{'accuracy': 0.6723163723945618, 'precision': 0.6875, 'recall': np.float64(0.625), 'specificity': 0.7191011309623718, 'f1': 0.6547619104385376, 'auroc': 0.7317415475845337}"
8417,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy14', 'entropy29', 'entropy28']","{'accuracy': 0.6666666865348816, 'precision': 0.6666666865348816, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6741573214530945, 'f1': 0.6628571152687073, 'auroc': 0.7464249134063721}"
8418,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy13', 'entropy14', 'entropy28', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6962025165557861, 'recall': np.float64(0.625), 'specificity': 0.7303370833396912, 'f1': 0.658682644367218, 'auroc': 0.7455312013626099}"
8419,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy29', 'entropy28', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.7108433842658997, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7303370833396912, 'f1': 0.6900584697723389, 'auroc': 0.7392747402191162}"
8420,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy29', 'entropy13', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7409346103668213}"
8421,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy28', 'entropy29', 'entropy13']","{'accuracy': 0.6497175097465515, 'precision': 0.6585366129875183, 'recall': np.float64(0.6136363636363636), 'specificity': 0.6853932738304138, 'f1': 0.6352941393852234, 'auroc': 0.7189734578132629}"
8422,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy28', 'entropy13', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6913580298423767, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7191011309623718, 'f1': 0.6627218723297119, 'auroc': 0.73774254322052}"
8423,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy13', 'entropy29', 'entropy28']","{'accuracy': 0.6892655491828918, 'precision': 0.6987951993942261, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7191011309623718, 'f1': 0.6783625483512878, 'auroc': 0.7451480627059937}"
8424,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy30', 'entropy14', 'entropy13', 'entropy28', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7388917207717896}"
8425,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy28', 'entropy13', 'entropy14']","{'accuracy': 0.7288135886192322, 'precision': 0.7083333134651184, 'recall': np.float64(0.7727272727272727), 'specificity': 0.6853932738304138, 'f1': 0.739130437374115, 'auroc': 0.7294433116912842}"
8426,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy28', 'entropy14', 'entropy13']","{'accuracy': 0.6723163723945618, 'precision': 0.6666666865348816, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6629213690757751, 'f1': 0.6741573214530945, 'auroc': 0.7439990043640137}"
8427,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy13', 'entropy28', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.6987951993942261, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7191011309623718, 'f1': 0.6783625483512878, 'auroc': 0.7265066504478455}"
8428,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy13', 'entropy14', 'entropy28']","{'accuracy': 0.7118644118309021, 'precision': 0.7032967209815979, 'recall': np.float64(0.7272727272727273), 'specificity': 0.6966292262077332, 'f1': 0.7150837779045105, 'auroc': 0.7371042370796204}"
8429,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy14', 'entropy28', 'entropy13']","{'accuracy': 0.6779661178588867, 'precision': 0.6962025165557861, 'recall': np.float64(0.625), 'specificity': 0.7303370833396912, 'f1': 0.658682644367218, 'auroc': 0.7230592370033264}"
8430,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy30', 'entropy14', 'entropy13', 'entropy28']","{'accuracy': 0.6892655491828918, 'precision': 0.6896551847457886, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6966292262077332, 'f1': 0.6857143044471741, 'auroc': 0.7326353192329407}"
8431,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy30', 'entropy13', 'entropy14']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7325077056884766}"
8432,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy30', 'entropy14', 'entropy13']","{'accuracy': 0.6610169410705566, 'precision': 0.6627907156944275, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6741573214530945, 'f1': 0.6551724076271057, 'auroc': 0.7316138744354248}"
8433,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy13', 'entropy30', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.7142857313156128, 'recall': np.float64(0.625), 'specificity': 0.7528089880943298, 'f1': 0.6666666865348816, 'auroc': 0.7415730357170105}"
8434,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy13', 'entropy14', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.6904761791229248, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7078651785850525, 'f1': 0.6744186282157898, 'auroc': 0.7314862012863159}"
8435,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy14', 'entropy30', 'entropy13']","{'accuracy': 0.6723163723945618, 'precision': 0.6785714030265808, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6966292262077332, 'f1': 0.6627907156944275, 'auroc': 0.7233145833015442}"
8436,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy28', 'entropy14', 'entropy13', 'entropy30']","{'accuracy': 0.6836158037185669, 'precision': 0.7051281929016113, 'recall': np.float64(0.625), 'specificity': 0.7415730357170105, 'f1': 0.6626505851745605, 'auroc': 0.7326353788375854}"
8437,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy30', 'entropy28', 'entropy14']","{'accuracy': 0.6836158037185669, 'precision': 0.6818181872367859, 'recall': np.float64(0.6818181818181818), 'specificity': 0.6853932738304138, 'f1': 0.6818181872367859, 'auroc': 0.7397854924201965}"
8438,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy30', 'entropy14', 'entropy28']","{'accuracy': 0.6836158037185669, 'precision': 0.6777777671813965, 'recall': np.float64(0.6931818181818182), 'specificity': 0.6741573214530945, 'f1': 0.6853932738304138, 'auroc': 0.7531920075416565}"
8439,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy28', 'entropy30', 'entropy14']","{'accuracy': 0.7118644118309021, 'precision': 0.7176470756530762, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7303370833396912, 'f1': 0.7052023410797119, 'auroc': 0.7487232089042664}"
8440,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy28', 'entropy14', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7341674566268921}"
8441,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy14', 'entropy30', 'entropy28']","{'accuracy': 0.700564980506897, 'precision': 0.7215189933776855, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7528089880943298, 'f1': 0.682634711265564, 'auroc': 0.765960156917572}"
8442,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy13', 'entropy14', 'entropy28', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.707317054271698, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7303370833396912, 'f1': 0.6823529601097107, 'auroc': 0.7325077056884766}"
8443,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.7037037014961243, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7303370833396912, 'f1': 0.6745561957359314, 'auroc': 0.7234422564506531}"
8444,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy30', 'entropy13', 'entropy28']","{'accuracy': 0.7175140976905823, 'precision': 0.7111111283302307, 'recall': np.float64(0.7272727272727273), 'specificity': 0.7078651785850525, 'f1': 0.7191011309623718, 'auroc': 0.7584269046783447}"
8445,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy28', 'entropy30', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7124616503715515}"
8446,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy28', 'entropy13', 'entropy30']","{'accuracy': 0.7062146663665771, 'precision': 0.7093023061752319, 'recall': np.float64(0.6931818181818182), 'specificity': 0.7191011309623718, 'f1': 0.7011494040489197, 'auroc': 0.729443371295929}"
8447,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy13', 'entropy30', 'entropy28']","{'accuracy': 0.7175140976905823, 'precision': 0.7111111283302307, 'recall': np.float64(0.7272727272727273), 'specificity': 0.7078651785850525, 'f1': 0.7191011309623718, 'auroc': 0.755490243434906}"
8448,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy29', 'entropy14', 'entropy13', 'entropy28', 'entropy30']","{'accuracy': 0.700564980506897, 'precision': 0.7108433842658997, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7303370833396912, 'f1': 0.6900584697723389, 'auroc': 0.7150152921676636}"
8449,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy29', 'entropy13', 'entropy14']","{'accuracy': 0.7062146663665771, 'precision': 0.7307692170143127, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7640449404716492, 'f1': 0.6867470145225525, 'auroc': 0.7251020669937134}"
8450,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy29', 'entropy14', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.7037037014961243, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7303370833396912, 'f1': 0.6745561957359314, 'auroc': 0.7588100433349609}"
8451,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy13', 'entropy29', 'entropy14']","{'accuracy': 0.6666666865348816, 'precision': 0.698630154132843, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7528089880943298, 'f1': 0.6335403919219971, 'auroc': 0.7309754490852356}"
8452,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy13', 'entropy14', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.6860465407371521, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6966292262077332, 'f1': 0.6781609058380127, 'auroc': 0.7471909523010254}"
8453,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy14', 'entropy29', 'entropy13']","{'accuracy': 0.700564980506897, 'precision': 0.7333333492279053, 'recall': np.float64(0.625), 'specificity': 0.7752808928489685, 'f1': 0.6748466491699219, 'auroc': 0.7265065908432007}"
8454,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy30', 'entropy14', 'entropy13', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6867470145225525, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7078651785850525, 'f1': 0.6666666865348816, 'auroc': 0.7217824459075928}"
8455,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy30', 'entropy13', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7037793397903442}"
8456,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy30', 'entropy14', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.6951219439506531, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7191011309623718, 'f1': 0.6705882549285889, 'auroc': 0.7284218668937683}"
8457,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy13', 'entropy30', 'entropy14']","{'accuracy': 0.6440678238868713, 'precision': 0.7049180269241333, 'recall': np.float64(0.48863636363636365), 'specificity': 0.7977527976036072, 'f1': 0.5771812200546265, 'auroc': 0.7168028354644775}"
8458,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy13', 'entropy14', 'entropy30']","{'accuracy': 0.6723163723945618, 'precision': 0.6875, 'recall': np.float64(0.625), 'specificity': 0.7191011309623718, 'f1': 0.6547619104385376, 'auroc': 0.732252299785614}"
8459,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy14', 'entropy30', 'entropy13']","{'accuracy': 0.6779661178588867, 'precision': 0.701298713684082, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7415730357170105, 'f1': 0.6545454263687134, 'auroc': 0.7330183386802673}"
8460,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy29', 'entropy14', 'entropy13', 'entropy30']","{'accuracy': 0.7062146663665771, 'precision': 0.7195122241973877, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7415730357170105, 'f1': 0.6941176652908325, 'auroc': 0.7355719804763794}"
8461,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy30', 'entropy29', 'entropy14']","{'accuracy': 0.6666666865348816, 'precision': 0.7301587462425232, 'recall': np.float64(0.5227272727272727), 'specificity': 0.8089887499809265, 'f1': 0.6092715263366699, 'auroc': 0.7290602326393127}"
8462,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy30', 'entropy14', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.7162162065505981, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7640449404716492, 'f1': 0.654321014881134, 'auroc': 0.7434882521629333}"
8463,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy29', 'entropy30', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.7037037014961243, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7303370833396912, 'f1': 0.6745561957359314, 'auroc': 0.727911114692688}"
8464,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy29', 'entropy14', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.7088607549667358, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7415730357170105, 'f1': 0.6706587076187134, 'auroc': 0.7374871969223022}"
8465,"['manu_37', '40', '14', 'Sum', '28', '13', '29']","['entropy28', 'entropy13', 'entropy14', 'entropy30', 'entropy29']","{'accuracy': 0.694915235042572, 'precision': 0.7023809552192688, 'recall': np.float64(0.6704545454545454), 'specificity': 0.7191011309623718, 'f1': 0.6860465407371521, 'auroc': 0.7511491179466248}"
